ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
"Squamous Cell Carcinoma, Esophageal"	"Squamous Cell Carcinoma, Esophageal"	34/196	142/1764	4.18E-06	2.34E-05	8.41E-06	hsa-mir-106a/hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-33b/hsa-mir-126/hsa-mir-130b/hsa-mir-148a/hsa-mir-19a/hsa-mir-577/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-107/hsa-let-7e/hsa-mir-143/hsa-mir-376a-1/hsa-mir-7-1/hsa-mir-1291/hsa-mir-181d/hsa-mir-100/hsa-mir-18a/hsa-mir-1-2/hsa-mir-155/hsa-mir-203a/hsa-mir-29c/hsa-mir-1-1/hsa-mir-99b/hsa-mir-203b/hsa-mir-31/hsa-mir-217/hsa-mir-483/hsa-mir-133a-2/hsa-mir-34b	34
"Squamous Cell Carcinoma, Head and Neck"	"Squamous Cell Carcinoma, Head and Neck"	17/196	48/1764	5.69E-06	3.11E-05	1.11E-05	hsa-mir-106a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-128-2/hsa-mir-210/hsa-mir-134/hsa-mir-675/hsa-mir-200c/hsa-mir-147b/hsa-mir-93/hsa-mir-582/hsa-mir-1-2/hsa-mir-155/hsa-mir-29c/hsa-mir-1-1/hsa-mir-20b	17
Aging	Aging	20/196	63/1764	5.73E-06	3.11E-05	1.11E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-590/hsa-mir-126/hsa-mir-148a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-30e/hsa-let-7e/hsa-mir-222/hsa-mir-7-1/hsa-mir-151a/hsa-mir-200c/hsa-mir-100/hsa-mir-18a/hsa-mir-155/hsa-mir-511/hsa-mir-1248/hsa-mir-31	20
Bone Regeneration	Bone Regeneration	13/196	30/1764	5.79E-06	3.11E-05	1.11E-05	hsa-mir-148b/hsa-mir-130b/hsa-mir-19a/hsa-mir-23b/hsa-mir-210/hsa-mir-153-2/hsa-mir-143/hsa-mir-222/hsa-mir-93/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1/hsa-mir-20b	13
"Carcinoma, Adrenocortical"	"Carcinoma, Adrenocortical"	13/196	30/1764	5.79E-06	3.11E-05	1.11E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-192/hsa-mir-210/hsa-mir-376a-1/hsa-mir-7-1/hsa-mir-132/hsa-mir-100/hsa-mir-130a/hsa-mir-203a/hsa-mir-203b/hsa-mir-483	13
helicobacter pylori (H. pylori)	helicobacter pylori (H. pylori)	13/196	30/1764	5.79E-06	3.11E-05	1.11E-05	hsa-mir-135b/hsa-mir-148a/hsa-mir-361/hsa-mir-128-2/hsa-mir-32/hsa-mir-222/hsa-mir-320a/hsa-mir-196b/hsa-mir-328/hsa-mir-212/hsa-mir-155/hsa-mir-490/hsa-mir-99b	13
"Carcinoma, Endometrial"	"Carcinoma, Endometrial"	19/196	58/1764	5.92E-06	3.15E-05	1.13E-05	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-135b/hsa-let-7a-1/hsa-let-7a-2/hsa-mir-23b/hsa-mir-134/hsa-let-7e/hsa-mir-222/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-93/hsa-mir-1-2/hsa-mir-203a/hsa-mir-1-1/hsa-mir-203b/hsa-mir-499a/hsa-mir-31	19
Ewing's Sarcoma	Ewing's Sarcoma	8/196	12/1764	6.78E-06	3.58E-05	1.28E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-31	8
doxorubicin (DOX)	doxorubicin (DOX)	20/196	64/1764	7.53E-06	3.94E-05	1.41E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-331/hsa-mir-135b/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-107/hsa-let-7e/hsa-mir-222/hsa-mir-330/hsa-mir-320a/hsa-mir-132/hsa-mir-200c/hsa-mir-100/hsa-mir-212/hsa-mir-3129/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1	20
Metformin	Metformin	18/196	54/1764	8.02E-06	4.16E-05	1.49E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-33b/hsa-mir-33a/hsa-mir-192/hsa-mir-199a-2/hsa-mir-148a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-140/hsa-mir-107/hsa-mir-222/hsa-mir-7-1/hsa-mir-200c/hsa-mir-130a/hsa-mir-155	18
T-helper 17 Cell Differentiation	T-helper 17 Cell Differentiation	10/196	19/1764	8.66E-06	4.46E-05	1.60E-05	hsa-mir-106a/hsa-mir-301a/hsa-mir-30c-1/hsa-mir-210/hsa-mir-30c-2/hsa-mir-93/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1/hsa-mir-20b	10
Vascular Diseases [unspecific]	Vascular Diseases [unspecific]	12/196	27/1764	9.84E-06	5.00E-05	1.79E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-19a/hsa-mir-23a/hsa-mir-210/hsa-mir-143/hsa-mir-376a-1/hsa-mir-18a/hsa-mir-155/hsa-mir-499a/hsa-mir-483	12
"Diabetes Mellitus, Gestational"	"Diabetes Mellitus, Gestational"	11/196	23/1764	9.87E-06	5.00E-05	1.79E-05	hsa-mir-126/hsa-mir-33a/hsa-mir-130b/hsa-mir-148a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-222/hsa-mir-452	11
Multiple Myeloma	Multiple Myeloma	19/196	60/1764	1.04E-05	5.23E-05	1.88E-05	hsa-mir-301a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-33b/hsa-mir-331/hsa-mir-192/hsa-mir-199a-2/hsa-mir-135b/hsa-mir-148a/hsa-mir-1271/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-149/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-155	19
Malignant Neoplasms [unspecific]	Malignant Neoplasms [unspecific]	17/196	50/1764	1.08E-05	5.32E-05	1.91E-05	hsa-mir-126/hsa-mir-135b/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-140/hsa-mir-30c-1/hsa-let-7e/hsa-mir-143/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-149/hsa-mir-196b/hsa-mir-155/hsa-mir-29c/hsa-mir-99b	17
arsenite	arsenite	18/196	55/1764	1.08E-05	5.32E-05	1.91E-05	hsa-mir-301a/hsa-mir-455/hsa-mir-33b/hsa-mir-126/hsa-mir-199a-2/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-134/hsa-mir-143/hsa-mir-222/hsa-mir-200c/hsa-mir-181d/hsa-mir-155/hsa-mir-31/hsa-mir-217	18
angiotensin II (Ang II)	angiotensin II (Ang II)	14/196	36/1764	1.15E-05	5.64E-05	2.02E-05	hsa-mir-590/hsa-mir-126/hsa-mir-23b/hsa-mir-128-2/hsa-mir-744/hsa-mir-143/hsa-mir-29b-2/hsa-mir-132/hsa-mir-29b-1/hsa-mir-130a/hsa-mir-212/hsa-mir-155/hsa-mir-217/hsa-mir-133a-2	14
berberine (BBR)	berberine (BBR)	9/196	16/1764	1.24E-05	5.97E-05	2.14E-05	hsa-mir-19a/hsa-mir-23a/hsa-mir-188/hsa-mir-29b-2/hsa-mir-132/hsa-mir-29b-1/hsa-mir-93/hsa-mir-582/hsa-mir-203a	9
Myocardial Ischemic-Reperfusion Injury	Myocardial Ischemic-Reperfusion Injury	9/196	16/1764	1.24E-05	5.97E-05	2.14E-05	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-126/hsa-mir-128-2/hsa-mir-107/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1/hsa-mir-499a	9
Parkinson's Disease	Parkinson's Disease	15/196	41/1764	1.33E-05	6.36E-05	2.28E-05	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-153-2/hsa-mir-29b-2/hsa-mir-7-1/hsa-mir-132/hsa-mir-29b-1/hsa-mir-19b-1/hsa-mir-1-2/hsa-mir-19b-2/hsa-mir-29c/hsa-mir-1-1/hsa-mir-34b	15
Autism Spectrum Disorder	Autism Spectrum Disorder	12/196	28/1764	1.55E-05	7.33E-05	2.63E-05	hsa-mir-106a/hsa-mir-148b/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-23a/hsa-mir-23b/hsa-mir-140/hsa-mir-132/hsa-mir-93/hsa-mir-212/hsa-mir-486-1/hsa-mir-34b	12
Chronic Obstructive Pulmonary Disease	Chronic Obstructive Pulmonary Disease	12/196	28/1764	1.55E-05	7.33E-05	2.63E-05	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-192/hsa-mir-199a-2/hsa-mir-23a/hsa-mir-199a-1/hsa-mir-132/hsa-mir-149/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-34b	12
estradiol-17β (E2)	estradiol-17β (E2)	10/196	20/1764	1.57E-05	7.33E-05	2.63E-05	hsa-mir-148a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-140/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-7-1/hsa-mir-93/hsa-mir-155	10
Hepatitis B Virus Infection	Hepatitis B Virus Infection	20/196	67/1764	1.64E-05	7.56E-05	2.71E-05	hsa-mir-323b/hsa-mir-126/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-143/hsa-mir-29b-2/hsa-mir-151a/hsa-mir-374a/hsa-mir-29b-1/hsa-mir-149/hsa-mir-130a/hsa-mir-18a/hsa-mir-155/hsa-mir-203a/hsa-mir-29c/hsa-mir-99b/hsa-mir-499a/hsa-mir-31/hsa-mir-34b	20
ionizing radiation (IR)	ionizing radiation (IR)	20/196	67/1764	1.64E-05	7.56E-05	2.71E-05	hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-19a/hsa-mir-134/hsa-let-7e/hsa-mir-222/hsa-mir-320a/hsa-mir-7-1/hsa-mir-151a/hsa-mir-93/hsa-mir-181d/hsa-mir-100/hsa-mir-598/hsa-mir-212/hsa-mir-18a/hsa-mir-1-2/hsa-mir-155/hsa-mir-29c/hsa-mir-1-1	20
testis	testis	16/196	47/1764	1.95E-05	8.95E-05	3.21E-05	hsa-mir-455/hsa-let-7f-1/hsa-let-7f-2/hsa-mir-331/hsa-mir-135b/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-128-2/hsa-let-7e/hsa-mir-7-1/hsa-mir-598/hsa-mir-411/hsa-mir-99b/hsa-mir-31/hsa-mir-3130-1	16
"Adenocarcinoma, Gastric"	"Adenocarcinoma, Gastric"	14/196	38/1764	2.39E-05	0.000108259	3.88E-05	hsa-mir-106a/hsa-mir-16-1/hsa-mir-455/hsa-mir-23a/hsa-mir-107/hsa-mir-143/hsa-mir-320a/hsa-mir-93/hsa-mir-100/hsa-mir-203a/hsa-mir-203b/hsa-mir-483/hsa-mir-20b/hsa-mir-486-1	14
Polycystic Ovarian Syndrome	Polycystic Ovarian Syndrome	12/196	29/1764	2.40E-05	0.000108259	3.88E-05	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-199b/hsa-mir-23a/hsa-mir-23b/hsa-mir-32/hsa-mir-320a/hsa-mir-93/hsa-mir-155/hsa-mir-483/hsa-mir-486-1/hsa-mir-592	12
"Leukemia, Lymphocytic, Chronic, B-Cell"	"Leukemia, Lymphocytic, Chronic, B-Cell"	13/196	34/1764	2.98E-05	0.000133835	4.80E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-148a/hsa-mir-107/hsa-mir-222/hsa-mir-29b-2/hsa-mir-151a/hsa-mir-29b-1/hsa-mir-181d/hsa-mir-155/hsa-mir-29c/hsa-mir-151b/hsa-mir-34b	13
Bladder Outlet Obstruction	Bladder Outlet Obstruction	8/196	14/1764	3.37E-05	0.00014698	5.27E-05	hsa-mir-30e/hsa-mir-29b-2/hsa-mir-132/hsa-mir-29b-1/hsa-mir-212/hsa-mir-1-2/hsa-mir-29c/hsa-mir-1-1	8
Chordoma	Chordoma	8/196	14/1764	3.37E-05	0.00014698	5.27E-05	hsa-mir-148a/hsa-mir-140/hsa-mir-222/hsa-mir-149/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1/hsa-mir-31	8
ionising radiation	ionising radiation	8/196	14/1764	3.37E-05	0.00014698	5.27E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e	8
Myotonic Muscular Dystrophy	Myotonic Muscular Dystrophy	8/196	14/1764	3.37E-05	0.00014698	5.27E-05	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-107/hsa-mir-29b-1/hsa-mir-1-2/hsa-mir-29c/hsa-mir-1-1/hsa-mir-133a-2	8
CEBPA	CEBPA	7/196	11/1764	4.22E-05	0.00018184	6.52E-05	hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-100/hsa-mir-1-2	7
dexamethasone (DEX)	dexamethasone (DEX)	20/196	71/1764	4.23E-05	0.00018184	6.52E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-199a-2/hsa-mir-23a/hsa-mir-199a-1/hsa-mir-107/hsa-mir-30e/hsa-mir-143/hsa-mir-222/hsa-mir-579/hsa-mir-29b-2/hsa-mir-132/hsa-mir-151a/hsa-mir-29b-1/hsa-mir-196b/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1	20
melatonin	melatonin	13/196	35/1764	4.29E-05	0.000183148	6.57E-05	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-590/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-140/hsa-mir-210/hsa-mir-675/hsa-mir-132/hsa-mir-155/hsa-mir-34b	13
"Cardiomyopathy, Hypertrophic"	"Cardiomyopathy, Hypertrophic"	17/196	55/1764	4.47E-05	0.000187432	6.72E-05	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-192/hsa-mir-199a-2/hsa-mir-19a/hsa-mir-23a/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-30e/hsa-mir-143/hsa-mir-222/hsa-mir-1-2/hsa-mir-29c/hsa-mir-1-1/hsa-mir-133a-2/hsa-mir-34b	17
Cardiac Regeneration	Cardiac Regeneration	10/196	22/1764	4.48E-05	0.000187432	6.72E-05	hsa-mir-199a-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-100/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-99b/hsa-mir-133a-2	10
Lung Fibrosis	Lung Fibrosis	10/196	22/1764	4.48E-05	0.000187432	6.72E-05	hsa-mir-154/hsa-mir-130b/hsa-mir-19a/hsa-mir-153-2/hsa-mir-149/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-486-1/hsa-mir-34b	10
particulate matter (PM2.5)	particulate matter (PM2.5)	14/196	40/1764	4.67E-05	0.00019426	6.97E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-331/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-128-2/hsa-mir-32/hsa-mir-140/hsa-mir-210/hsa-mir-222/hsa-mir-93/hsa-mir-582/hsa-mir-155	14
cisplatin (CDDP)	cisplatin (CDDP)	15/196	45/1764	4.79E-05	0.000197997	7.10E-05	hsa-mir-106a/hsa-mir-455/hsa-mir-331/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-345/hsa-mir-222/hsa-mir-29b-2/hsa-mir-340/hsa-mir-758/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-93/hsa-mir-130a	15
Liver Cirrhosis	Liver Cirrhosis	17/196	56/1764	5.80E-05	0.000238065	8.54E-05	hsa-mir-126/hsa-mir-33a/hsa-mir-199a-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-134/hsa-mir-222/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-18a/hsa-mir-155/hsa-mir-203a/hsa-mir-29c/hsa-mir-203b	17
Benzo(a)pyrene (BaP)	Benzo(a)pyrene (BaP)	13/196	36/1764	6.06E-05	0.00024715	8.87E-05	hsa-mir-106a/hsa-mir-126/hsa-mir-142/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-30c-1/hsa-mir-320a/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-483/hsa-mir-320c-1/hsa-mir-320d-1	13
Obesity	Obesity	16/196	51/1764	6.19E-05	0.000250897	9.00E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-33b/hsa-mir-126/hsa-mir-33a/hsa-mir-199a-2/hsa-mir-130b/hsa-mir-148a/hsa-mir-199a-1/hsa-mir-210/hsa-mir-143/hsa-mir-376a-1/hsa-mir-155/hsa-mir-483	16
Kaposi's Sarcoma	Kaposi's Sarcoma	11/196	27/1764	6.35E-05	0.000254585	9.13E-05	hsa-mir-199b/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-23b/hsa-let-7e/hsa-mir-222/hsa-mir-200c/hsa-mir-149/hsa-mir-100	11
Endometriosis	Endometriosis	14/196	41/1764	6.41E-05	0.000254585	9.13E-05	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-199a-2/hsa-mir-142/hsa-mir-199a-1/hsa-mir-143/hsa-mir-556/hsa-mir-196b/hsa-mir-100/hsa-mir-1-2/hsa-mir-29c/hsa-mir-1-1/hsa-mir-99b	14
kidney.cortex_renalis	kidney.cortex_renalis	14/196	41/1764	6.41E-05	0.000254585	9.13E-05	hsa-mir-551b/hsa-mir-136/hsa-mir-154/hsa-mir-148a/hsa-mir-323a/hsa-mir-410/hsa-mir-376a-1/hsa-mir-7-1/hsa-mir-132/hsa-mir-200c/hsa-mir-509-1/hsa-mir-212/hsa-mir-509-3/hsa-mir-509-2	14
Multiple Sclerosis	Multiple Sclerosis	15/196	47/1764	8.52E-05	0.000336324	0.000120639	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-142/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-107/hsa-mir-320a/hsa-mir-132/hsa-mir-100/hsa-mir-411/hsa-mir-3614/hsa-mir-155/hsa-mir-499a	15
Innate Immunity	Innate Immunity	14/196	42/1764	8.68E-05	0.000340547	0.000122154	hsa-let-7f-1/hsa-let-7f-2/hsa-mir-126/hsa-mir-136/hsa-mir-142/hsa-let-7a-1/hsa-let-7a-2/hsa-mir-410/hsa-let-7e/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-149/hsa-mir-181d/hsa-mir-155	14
Lofgren's Syndrome	Lofgren's Syndrome	7/196	12/1764	9.18E-05	0.000356019	0.000127704	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-340/hsa-mir-93/hsa-mir-212/hsa-mir-1-2/hsa-mir-1-1	7
ozone (O3)	ozone (O3)	7/196	12/1764	9.18E-05	0.000356019	0.000127704	hsa-mir-199b/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-143/hsa-mir-222/hsa-mir-132/hsa-mir-582	7
mycobacterium tuberculosis (Mtb)	mycobacterium tuberculosis (Mtb)	10/196	24/1764	0.000111002	0.000427664	0.000153403	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-331/hsa-mir-30e/hsa-mir-320a/hsa-mir-579/hsa-mir-212/hsa-mir-155/hsa-mir-99b/hsa-mir-20b	10
"Lymphoma, Large B-Cell, Diffuse"	"Lymphoma, Large B-Cell, Diffuse"	13/196	38/1764	0.000115867	0.000440998	0.000158186	hsa-mir-455/hsa-mir-126/hsa-mir-33a/hsa-mir-23a/hsa-mir-222/hsa-mir-151a/hsa-mir-200c/hsa-mir-147b/hsa-mir-18a/hsa-mir-155/hsa-mir-511/hsa-mir-151b/hsa-mir-320d-1	13
Onco-MiRNAs	Onco-MiRNAs	13/196	38/1764	0.000115867	0.000440998	0.000158186	hsa-mir-106a/hsa-mir-455/hsa-mir-19a/hsa-mir-107/hsa-mir-210/hsa-mir-222/hsa-mir-93/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-155/hsa-mir-203a/hsa-mir-20b	13
DNA Damage Response	DNA Damage Response	8/196	16/1764	0.000118398	0.000447916	0.000160667	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-23a/hsa-mir-143/hsa-mir-130a/hsa-mir-452/hsa-mir-18a/hsa-mir-34b	8
Neuroblastoma	Neuroblastoma	17/196	59/1764	0.000120852	0.000451846	0.000162077	hsa-mir-628/hsa-mir-192/hsa-mir-19a/hsa-mir-128-2/hsa-mir-410/hsa-mir-153-2/hsa-mir-143/hsa-mir-132/hsa-mir-130a/hsa-mir-19b-1/hsa-mir-212/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-203a/hsa-mir-203b/hsa-mir-659/hsa-mir-380	17
Cerebral Aneurysm	Cerebral Aneurysm	9/196	20/1764	0.000121596	0.000451846	0.000162077	hsa-mir-455/hsa-mir-23b/hsa-mir-143/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-1-2/hsa-mir-29c/hsa-mir-1-1/hsa-mir-133a-2	9
TP53	TP53	9/196	20/1764	0.000121596	0.000451846	0.000162077	hsa-mir-192/hsa-mir-107/hsa-mir-143/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-155/hsa-mir-29c/hsa-mir-34b	9
Glaucoma	Glaucoma	11/196	29/1764	0.00013759	0.000508275	0.000182318	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-19a/hsa-mir-107/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-149/hsa-mir-93/hsa-mir-3074/hsa-mir-29c/hsa-mir-483	11
"Adenocarcinoma, Pancreatic Ductal"	"Adenocarcinoma, Pancreatic Ductal"	19/196	71/1764	0.00014337	0.000526529	0.000188865	hsa-mir-106a/hsa-mir-301a/hsa-mir-148a/hsa-mir-23a/hsa-mir-23b/hsa-mir-210/hsa-mir-545/hsa-mir-153-2/hsa-mir-143/hsa-mir-222/hsa-mir-330/hsa-mir-200c/hsa-mir-196b/hsa-mir-100/hsa-mir-212/hsa-mir-155/hsa-mir-31/hsa-mir-217/hsa-mir-483	19
"1, 3, 4-tri-O-galloyl-6-O-caffeoyl-β-D-glucopyranose (BJA32515)"	"1, 3, 4-tri-O-galloyl-6-O-caffeoyl-β-D-glucopyranose (BJA32515)"	23/196	95/1764	0.000151229	0.000552163	0.000198061	hsa-mir-106a/hsa-mir-148b/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-361/hsa-mir-345/hsa-mir-107/hsa-mir-210/hsa-mir-134/hsa-mir-222/hsa-mir-330/hsa-mir-320a/hsa-mir-376a-1/hsa-mir-296/hsa-mir-212/hsa-mir-18a/hsa-mir-490/hsa-mir-99b/hsa-mir-217/hsa-mir-483/hsa-mir-320c-1/hsa-mir-320d-1	23
Lipid Metabolism	Lipid Metabolism	14/196	44/1764	0.000153885	0.000558613	0.000200374	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-33b/hsa-mir-126/hsa-mir-33a/hsa-mir-192/hsa-mir-3613/hsa-mir-107/hsa-mir-30e/hsa-mir-143/hsa-mir-296/hsa-mir-181d/hsa-mir-196b/hsa-mir-29c	14
"Lymphoma, Primary Effusion"	"Lymphoma, Primary Effusion"	7/196	13/1764	0.00018037	0.000650991	0.00023351	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e/hsa-mir-222	7
paraquat (PQ)	paraquat (PQ)	17/196	61/1764	0.000190545	0.000683783	0.000245273	hsa-mir-126/hsa-mir-142/hsa-mir-148a/hsa-mir-140/hsa-mir-744/hsa-mir-210/hsa-let-7e/hsa-mir-153-2/hsa-mir-143/hsa-mir-376a-1/hsa-mir-7-1/hsa-mir-132/hsa-mir-100/hsa-mir-130a/hsa-mir-155/hsa-mir-31/hsa-mir-483	17
brain.cerebellum	brain.cerebellum	9/196	21/1764	0.000192535	0.000686999	0.000246426	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-19a/hsa-mir-93/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-20b/hsa-mir-486-1	9
Muscle Atrophy	Muscle Atrophy	8/196	17/1764	0.000202511	0.000714477	0.000256283	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-23a/hsa-mir-140/hsa-mir-107/hsa-mir-143/hsa-mir-100/hsa-mir-99b	8
Nephrotoxicity	Nephrotoxicity	8/196	17/1764	0.000202511	0.000714477	0.000256283	hsa-mir-192/hsa-mir-130b/hsa-mir-30e/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-130a/hsa-mir-29c	8
Cholangiocarcinoma	Cholangiocarcinoma	12/196	35/1764	0.000209532	0.000735118	0.000263686	hsa-mir-106a/hsa-mir-192/hsa-mir-222/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-1-2/hsa-mir-155/hsa-mir-203a/hsa-mir-1-1/hsa-mir-203b/hsa-mir-483	12
Etoposide	Etoposide	10/196	26/1764	0.000245828	0.000849695	0.000304785	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e/hsa-mir-222/hsa-mir-374a/hsa-mir-100	10
"Lymphoma, T-Cell"	"Lymphoma, T-Cell"	10/196	26/1764	0.000245828	0.000849695	0.000304785	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-142/hsa-mir-1291/hsa-mir-93/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-155/hsa-mir-511	10
amyloid-β (Aβ)	amyloid-β (Aβ)	6/196	10/1764	0.000250308	0.000849695	0.000304785	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-130a/hsa-mir-19b-1/hsa-mir-19b-2/hsa-mir-155	6
hepatocyte growth factor (HGF)	hepatocyte growth factor (HGF)	6/196	10/1764	0.000250308	0.000849695	0.000304785	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-7-1/hsa-mir-200c/hsa-mir-1-2/hsa-mir-1-1	6
low-dose ionizing radiation (LDIR)	low-dose ionizing radiation (LDIR)	6/196	10/1764	0.000250308	0.000849695	0.000304785	hsa-mir-16-2/hsa-mir-16-1/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-23b	6
Viral Myocarditis	Viral Myocarditis	6/196	10/1764	0.000250308	0.000849695	0.000304785	hsa-mir-222/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1/hsa-mir-499a/hsa-mir-20b	6
