ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Colitis, Ulcerative	Colitis, Ulcerative	12/193	26/1764	5.12311623028447e-06	2.34840656395522e-05	7.40027546134061e-06	hsa-mir-21/hsa-mir-429/hsa-mir-141/hsa-mir-196a-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-335/hsa-mir-142/hsa-mir-342/hsa-mir-155/hsa-mir-18a	12
Carcinoma, Urothelial	Carcinoma, Urothelial	9/193	15/1764	5.24452272422081e-06	2.3694678207271e-05	7.46664348469149e-06	hsa-mir-21/hsa-mir-96/hsa-mir-183/hsa-mir-145/hsa-mir-182/hsa-mir-99a/hsa-mir-100/hsa-mir-497/hsa-mir-129-2	9
Fatty Liver, Non-Alcoholic	Fatty Liver, Non-Alcoholic	9/193	15/1764	5.24452272422081e-06	2.3694678207271e-05	7.46664348469149e-06	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-155/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-149/hsa-mir-577	9
Adrenal Cortex Neoplasms	Adrenal Cortex Neoplasms	8/193	12/1764	6.01928033645216e-06	2.66204792344504e-05	8.38861900113422e-06	hsa-mir-210/hsa-mir-99a/hsa-mir-100/hsa-mir-200b/hsa-mir-142/hsa-mir-203a/hsa-mir-203b/hsa-mir-503	8
hydroxycamptothecin (HCPT)	hydroxycamptothecin (HCPT)	8/193	12/1764	6.01928033645216e-06	2.66204792344504e-05	8.38861900113422e-06	hsa-mir-200a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-7-2	8
tanshinone IIA (Tan IIA)	tanshinone IIA (Tan IIA)	8/193	12/1764	6.01928033645216e-06	2.66204792344504e-05	8.38861900113422e-06	hsa-mir-21/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-130b/hsa-mir-155/hsa-mir-203a/hsa-mir-33a	8
Sorafenib	Sorafenib	14/193	35/1764	6.45350629731133e-06	2.834127241057e-05	8.93087363926779e-06	hsa-mir-139/hsa-mir-21/hsa-mir-378a/hsa-mir-182/hsa-mir-10b/hsa-mir-335/hsa-mir-142/hsa-mir-375/hsa-mir-140/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-675/hsa-mir-18a/hsa-mir-224	14
T-helper 17 Cell Differentiation	T-helper 17 Cell Differentiation	10/193	19/1764	7.50627567795344e-06	3.27116037336429e-05	1.030804810916e-05	hsa-mir-21/hsa-mir-141/hsa-mir-210/hsa-mir-301a/hsa-mir-93/hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-106a/hsa-mir-20b	10
Peritoneal Dialysis Failure	Peritoneal Dialysis Failure	13/193	31/1764	7.55283844168508e-06	3.27116037336429e-05	1.030804810916e-05	hsa-mir-21/hsa-mir-200a/hsa-mir-100/hsa-mir-497/hsa-mir-200b/hsa-mir-193a/hsa-mir-335/hsa-mir-142/hsa-mir-192/hsa-mir-93/hsa-mir-205/hsa-mir-129-2/hsa-mir-129-1	13
radiation	radiation	24/193	87/1764	7.63204104493291e-06	3.2828231343958e-05	1.03447996859941e-05	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-210/hsa-mir-99a/hsa-mir-100/hsa-let-7c/hsa-mir-148b/hsa-mir-375/hsa-mir-191/hsa-mir-155/hsa-mir-590/hsa-mir-493/hsa-mir-135b/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-106a/hsa-mir-1224	24
Multiple Myeloma	Multiple Myeloma	19/193	60/1764	8.24705380821676e-06	3.52323115072118e-05	1.11023710414948e-05	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-182/hsa-mir-451a/hsa-mir-335/hsa-mir-33b/hsa-mir-192/hsa-mir-301a/hsa-mir-342/hsa-mir-155/hsa-mir-215/hsa-mir-135b/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-149/hsa-mir-202	19
Carcinoma, Gallbladder	Carcinoma, Gallbladder	12/193	27/1764	8.3442731272966e-06	3.5374031568137e-05	1.11470297264662e-05	hsa-mir-21/hsa-mir-145/hsa-mir-182/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-335/hsa-mir-187/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-202/hsa-mir-138-2	12
cisplatin (CDDP)	cisplatin (CDDP)	16/193	45/1764	8.39288328607071e-06	3.5374031568137e-05	1.11470297264662e-05	hsa-mir-21/hsa-mir-429/hsa-mir-200c/hsa-mir-200b/hsa-mir-181b-1/hsa-mir-204/hsa-mir-342/hsa-mir-181b-2/hsa-mir-93/hsa-mir-381/hsa-mir-345/hsa-mir-758/hsa-mir-106a/hsa-mir-455/hsa-mir-885/hsa-mir-138-2	16
Myeloma	Myeloma	9/193	16/1764	1.08603454368811e-05	4.54686462290753e-05	1.43280346816396e-05	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-140/hsa-mir-203a/hsa-mir-203b/hsa-mir-19a/hsa-mir-135b/hsa-mir-483/hsa-mir-149	9
Liver Cirrhosis	Liver Cirrhosis	18/193	56/1764	1.14697331524505e-05	4.77019365545621e-05	1.50317869129361e-05	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-200a/hsa-mir-10b/hsa-mir-144/hsa-mir-200b/hsa-mir-193a/hsa-mir-454/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-33a/hsa-mir-18a/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	18
Obesity	Obesity	17/193	51/1764	1.17811621818153e-05	4.86748016459213e-05	1.53383551951612e-05	hsa-mir-21/hsa-mir-378a/hsa-mir-200a/hsa-mir-378c/hsa-mir-210/hsa-mir-200b/hsa-mir-335/hsa-mir-33b/hsa-mir-130b/hsa-mir-342/hsa-mir-155/hsa-mir-33a/hsa-mir-143/hsa-mir-503/hsa-mir-483/hsa-mir-376a-2/hsa-mir-138-2	17
ionizing radiation (IR)	ionizing radiation (IR)	20/193	67/1764	1.28778829330732e-05	5.2858238444248e-05	1.6656635647869e-05	hsa-mir-21/hsa-mir-200a/hsa-mir-100/hsa-mir-144/hsa-mir-148b/hsa-mir-449a/hsa-mir-93/hsa-mir-155/hsa-mir-7-1/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-503/hsa-mir-19a/hsa-mir-18a/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-224	20
Cerebral Aneurysm	Cerebral Aneurysm	10/193	20/1764	1.35939858569024e-05	5.50775685040949e-05	1.73559887341097e-05	hsa-mir-145/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-455	10
TP53	TP53	10/193	20/1764	1.35939858569024e-05	5.50775685040949e-05	1.73559887341097e-05	hsa-mir-145/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-192/hsa-mir-155/hsa-mir-143/hsa-mir-215	10
Brain Neoplasms	Brain Neoplasms	11/193	24/1764	1.41483196271537e-05	5.63982085457044e-05	1.77721475135642e-05	hsa-mir-21/hsa-mir-451a/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-92b/hsa-mir-191/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-129-2/hsa-mir-129-1	11
Carcinoma, Head And Neck	Carcinoma, Head And Neck	8/193	13/1764	1.41893582009893e-05	5.63982085457044e-05	1.77721475135642e-05	hsa-mir-10b/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-200b/hsa-mir-375/hsa-mir-203a/hsa-mir-203b/hsa-mir-149	8
Intervertebral Disc Degeneration	Intervertebral Disc Degeneration	8/193	13/1764	1.41893582009893e-05	5.63982085457044e-05	1.77721475135642e-05	hsa-mir-10b/hsa-mir-100/hsa-mir-93/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-494/hsa-mir-7-2/hsa-mir-138-2	8
SP1	SP1	7/193	10/1764	1.52573481316498e-05	6.02617272117993e-05	1.89896156818945e-05	hsa-mir-429/hsa-mir-200a/hsa-mir-365b/hsa-mir-365a/hsa-mir-200b/hsa-mir-19a/hsa-mir-106a	7
oxygen-glucose deprivation and reoxygenation (OGD/R)	oxygen-glucose deprivation and reoxygenation (OGD/R)	16/193	47/1764	1.59598479216525e-05	6.22533198434645e-05	1.96172043757481e-05	hsa-mir-139/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-183/hsa-mir-145/hsa-mir-429/hsa-mir-210/hsa-mir-195/hsa-mir-142/hsa-mir-155/hsa-mir-203a/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-19a/hsa-mir-205/hsa-mir-7-2	16
testis	testis	16/193	47/1764	1.59598479216525e-05	6.22533198434645e-05	1.96172043757481e-05	hsa-let-7c/hsa-mir-195/hsa-mir-454/hsa-mir-204/hsa-mir-342/hsa-mir-381/hsa-mir-7-1/hsa-mir-299/hsa-mir-379/hsa-mir-135b/hsa-mir-411/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-455/hsa-mir-885	16
Crohn Disease	Crohn Disease	13/193	33/1764	1.71789971918017e-05	6.57829892466551e-05	2.07294702956272e-05	hsa-mir-21/hsa-mir-141/hsa-mir-99a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-142/hsa-mir-192/hsa-mir-301a/hsa-mir-155/hsa-mir-495/hsa-mir-19a/hsa-mir-18a/hsa-mir-149	13
Human Papilloma Virus Infection	Human Papilloma Virus Infection	13/193	33/1764	1.71789971918017e-05	6.57829892466551e-05	2.07294702956272e-05	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-497/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-143/hsa-mir-205	13
resveratrol	resveratrol	13/193	33/1764	1.71789971918017e-05	6.57829892466551e-05	2.07294702956272e-05	hsa-mir-139/hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-200c/hsa-mir-155/hsa-mir-326/hsa-mir-106a/hsa-mir-656/hsa-mir-20b/hsa-mir-129-2/hsa-mir-129-1/hsa-mir-138-2	13
Lymphoma, Large B-Cell, Diffuse	Lymphoma, Large B-Cell, Diffuse	14/193	38/1764	1.99085763393468e-05	7.53167827777699e-05	2.37337498528675e-05	hsa-mir-21/hsa-mir-200a/hsa-mir-200c/hsa-mir-200b/hsa-mir-511/hsa-mir-342/hsa-mir-155/hsa-mir-33a/hsa-mir-147b/hsa-mir-5586/hsa-mir-18a/hsa-mir-455/hsa-mir-224/hsa-mir-138-2	14
Onco-MiRNAs	Onco-MiRNAs	14/193	38/1764	1.99085763393468e-05	7.53167827777699e-05	2.37337498528675e-05	hsa-mir-21/hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-93/hsa-mir-191/hsa-mir-155/hsa-mir-203a/hsa-mir-19a/hsa-mir-18a/hsa-mir-106a/hsa-mir-455/hsa-mir-20b/hsa-mir-224	14
BAY11-7082	BAY11-7082	9/193	17/1764	2.09097123963783e-05	7.76999963605063e-05	2.44847457522212e-05	hsa-mir-21/hsa-mir-451a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-195/hsa-mir-192/hsa-mir-375/hsa-mir-155/hsa-mir-20b	9
Insulin	Insulin	9/193	17/1764	2.09097123963783e-05	7.76999963605063e-05	2.44847457522212e-05	hsa-mir-145/hsa-mir-99a/hsa-mir-140/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-760/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1	9
rituximab (RTX)	rituximab (RTX)	9/193	17/1764	2.09097123963783e-05	7.76999963605063e-05	2.44847457522212e-05	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-142/hsa-mir-155/hsa-mir-760/hsa-mir-326/hsa-mir-135b/hsa-mir-20b/hsa-mir-138-2	9
Allergy	Allergy	10/193	21/1764	2.35011122010843e-05	8.6815873307535e-05	2.73573318501787e-05	hsa-mir-21/hsa-mir-145/hsa-mir-210/hsa-mir-142/hsa-mir-301a/hsa-mir-375/hsa-mir-155/hsa-mir-452/hsa-mir-615/hsa-mir-106a	10
Sepsis	Sepsis	13/193	34/1764	2.51636476458594e-05	9.24138638690039e-05	2.91213650810807e-05	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-182/hsa-mir-210/hsa-mir-375/hsa-mir-342/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-19a	13
Neuroblastoma	Neuroblastoma	18/193	59/1764	2.5874651551996e-05	9.44725649689156e-05	2.97701009288571e-05	hsa-mir-21/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-10b/hsa-mir-337/hsa-mir-335/hsa-mir-192/hsa-mir-375/hsa-mir-204/hsa-mir-203a/hsa-mir-203b/hsa-mir-143/hsa-mir-19a/hsa-mir-18a/hsa-mir-432/hsa-mir-205/hsa-mir-329-2/hsa-mir-329-1	18
estrogen (ES)	estrogen (ES)	8/193	14/1764	3.00209254165088e-05	0.000108534646767302	3.42013301915066e-05	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-494/hsa-mir-7-2	8
Tumor Suppressor MiRNAs	Tumor Suppressor MiRNAs	19/193	65/1764	3.00717014928512e-05	0.000108534646767302	3.42013301915066e-05	hsa-mir-145/hsa-mir-141/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-7-2/hsa-mir-138-2	19
Lymphoma	Lymphoma	18/193	60/1764	3.342933629933e-05	0.000119963561119881	3.7802798341498e-05	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-10b/hsa-mir-144/hsa-mir-497/hsa-mir-200c/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-143/hsa-mir-19a/hsa-mir-18a/hsa-mir-494/hsa-mir-20b/hsa-mir-224	18
NFKB1	NFKB1	11/193	26/1764	3.58833947303234e-05	0.000127315095427362	4.011940653762e-05	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-10b/hsa-mir-365b/hsa-mir-365a/hsa-mir-155/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-224	11
Tuberculosis, Pulmonary	Tuberculosis, Pulmonary	11/193	26/1764	3.58833947303234e-05	0.000127315095427362	4.011940653762e-05	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-200c/hsa-mir-192/hsa-mir-204/hsa-mir-155/hsa-mir-376c/hsa-mir-149	11
heat stress	heat stress	9/193	18/1764	3.78925864967919e-05	0.000132873076277143	4.1870831947876e-05	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-140/hsa-mir-7-1/hsa-mir-452/hsa-mir-7-3/hsa-mir-3619/hsa-mir-7-2/hsa-mir-138-2	9
homocysteine (Hcy)	homocysteine (Hcy)	7/193	11/1764	3.80846396972702e-05	0.000132873076277143	4.1870831947876e-05	hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-195/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143	7
Neuroinflammation	Neuroinflammation	7/193	11/1764	3.80846396972702e-05	0.000132873076277143	4.1870831947876e-05	hsa-mir-139/hsa-mir-93/hsa-mir-155/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	7
Carcinoma, Urothelial, Upper Tract	Carcinoma, Urothelial, Upper Tract	12/193	31/1764	4.54234841046908e-05	0.000157601922749977	4.96633615102173e-05	hsa-mir-21/hsa-mir-96/hsa-mir-429/hsa-mir-141/hsa-mir-182/hsa-let-7c/hsa-mir-200b/hsa-mir-33b/hsa-mir-191/hsa-mir-135b/hsa-mir-205/hsa-mir-4784	12
N-succinimidyl N-methylcarbamate	N-succinimidyl N-methylcarbamate	8/193	15/1764	5.83368142076952e-05	0.000201294062211168	6.34315851419705e-05	hsa-mir-21/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-301a/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-376a-2	8
activin A	activin A	9/193	19/1764	6.52402662337464e-05	0.000223884629479742	7.05503022832575e-05	hsa-let-7c/hsa-mir-193a/hsa-mir-93/hsa-mir-191/hsa-mir-140/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-18a/hsa-mir-7-2	9
Inflammatory Bowel Diseases	Inflammatory Bowel Diseases	12/193	32/1764	6.57726735111481e-05	0.000224484994375006	7.07394886733172e-05	hsa-mir-21/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-193a/hsa-mir-301a/hsa-mir-191/hsa-mir-18a/hsa-mir-129-2/hsa-mir-129-1	12
Carcinoma, Oral	Carcinoma, Oral	13/193	37/1764	7.15465507424934e-05	0.000241565773474655	7.61219668341187e-05	hsa-mir-139/hsa-mir-21/hsa-mir-145/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-142/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-135b/hsa-mir-494/hsa-mir-205/hsa-mir-138-2	13
Oxaliplatin	Oxaliplatin	13/193	37/1764	7.15465507424934e-05	0.000241565773474655	7.61219668341187e-05	hsa-mir-21/hsa-mir-96/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-100/hsa-mir-184/hsa-mir-144/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-19a/hsa-mir-106a/hsa-mir-3619/hsa-mir-149	13
hsa-mir-379 cluster	hsa-mir-379 cluster	14/193	42/1764	7.28783931362935e-05	0.000244746689249157	7.71243338565898e-05	hsa-mir-495/hsa-mir-381/hsa-mir-377/hsa-mir-299/hsa-mir-379/hsa-mir-376c/hsa-mir-654/hsa-mir-494/hsa-mir-758/hsa-mir-411/hsa-mir-656/hsa-mir-376a-2/hsa-mir-329-2/hsa-mir-329-1	14
Autism Spectrum Disorder	Autism Spectrum Disorder	11/193	28/1764	8.17361161345099e-05	0.000268603183917097	8.46419687837986e-05	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-148b/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-93/hsa-mir-140/hsa-mir-106a/hsa-mir-129-2/hsa-mir-129-1	11
Kidney Injury	Kidney Injury	11/193	28/1764	8.17361161345099e-05	0.000268603183917097	8.46419687837986e-05	hsa-mir-21/hsa-mir-182/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-let-7c/hsa-mir-200c/hsa-mir-192/hsa-mir-204/hsa-mir-155/hsa-mir-494	11
Colitis	Colitis	7/193	12/1764	8.29761428024153e-05	0.000268603183917097	8.46419687837986e-05	hsa-mir-139/hsa-mir-21/hsa-mir-145/hsa-mir-155/hsa-mir-19a/hsa-mir-18a/hsa-mir-138-2	7
Endometrial Neoplasms	Endometrial Neoplasms	7/193	12/1764	8.29761428024153e-05	0.000268603183917097	8.46419687837986e-05	hsa-mir-96/hsa-mir-183/hsa-mir-182/hsa-mir-155/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	7
Oral Leukoplakia	Oral Leukoplakia	7/193	12/1764	8.29761428024153e-05	0.000268603183917097	8.46419687837986e-05	hsa-mir-21/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-345/hsa-mir-205/hsa-mir-129-2/hsa-mir-129-1	7
Response to Hypoxia	Response to Hypoxia	7/193	12/1764	8.29761428024153e-05	0.000268603183917097	8.46419687837986e-05	hsa-mir-210/hsa-mir-200b/hsa-mir-155/hsa-mir-143/hsa-mir-433/hsa-mir-18a/hsa-mir-138-2	7
trichostatin A (TSA)	trichostatin A (TSA)	7/193	12/1764	8.29761428024153e-05	0.000268603183917097	8.46419687837986e-05	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-375/hsa-mir-204/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-7-2	7
Myocardial Fibrosis	Myocardial Fibrosis	8/193	16/1764	0.000105813282978509	0.000340773034412841	0.000107384060458622	hsa-mir-21/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-203a/hsa-mir-203b/hsa-mir-433/hsa-mir-18a	8
Neurotoxicity	Neurotoxicity	9/193	20/1764	0.000107496313814801	0.000344426964671913	0.000108535483336104	hsa-mir-96/hsa-mir-210/hsa-mir-10b/hsa-mir-184/hsa-mir-92b/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-19a/hsa-mir-7-2	9
Glaucoma	Glaucoma	11/193	29/1764	0.000119220901098195	0.000380054446140438	0.000119762379943685	hsa-mir-21/hsa-mir-182/hsa-mir-451a/hsa-mir-184/hsa-mir-144/hsa-mir-93/hsa-mir-19a/hsa-mir-483/hsa-mir-205/hsa-mir-149/hsa-mir-202	11
Lipid Metabolism	Lipid Metabolism	14/193	44/1764	0.000129706054316271	0.000411390919750596	0.00012963709841286	hsa-mir-378a/hsa-mir-378c/hsa-mir-10b/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-335/hsa-mir-33b/hsa-mir-192/hsa-mir-375/hsa-mir-204/hsa-mir-33a/hsa-mir-143/hsa-mir-379/hsa-mir-224	14
Osteoblast Differentiation	Osteoblast Differentiation	10/193	25/1764	0.000146537645845639	0.000460128207955307	0.000144995144310422	hsa-mir-145/hsa-mir-429/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-100/hsa-mir-449a/hsa-mir-204/hsa-mir-590/hsa-mir-433/hsa-mir-188	10
oxygen glucose deprivation (OGD)	oxygen glucose deprivation (OGD)	10/193	25/1764	0.000146537645845639	0.000460128207955307	0.000144995144310422	hsa-mir-204/hsa-mir-140/hsa-mir-376c/hsa-mir-188/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-455/hsa-mir-376a-2/hsa-mir-224	10
acetaminophen (APAP)	acetaminophen (APAP)	7/193	13/1764	0.000163227391504079	0.00050003317982713	0.00015756995944938	hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-192/hsa-mir-449a/hsa-mir-877/hsa-mir-224	7
Arsenic	Arsenic	7/193	13/1764	0.000163227391504079	0.00050003317982713	0.00015756995944938	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-200b/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	7
IFN-β	IFN-β	7/193	13/1764	0.000163227391504079	0.00050003317982713	0.00015756995944938	hsa-mir-145/hsa-mir-155/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-129-2/hsa-mir-129-1	7
Male Infertility	Male Infertility	7/193	13/1764	0.000163227391504079	0.00050003317982713	0.00015756995944938	hsa-mir-145/hsa-mir-200a/hsa-mir-210/hsa-mir-335/hsa-mir-449a/hsa-mir-155/hsa-mir-885	7
Tuberculosis	Tuberculosis	7/193	13/1764	0.000163227391504079	0.00050003317982713	0.00015756995944938	hsa-mir-183/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-337/hsa-mir-93/hsa-mir-155/hsa-mir-381	7
Medulloblastoma	Medulloblastoma	11/193	30/1764	0.000170432861068146	0.000517243599206547	0.000162993289726502	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-10b/hsa-mir-192/hsa-mir-495/hsa-mir-19a/hsa-mir-135b/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	11
gefitinib	gefitinib	9/193	21/1764	0.000170492715025088	0.000517243599206547	0.000162993289726502	hsa-mir-200a/hsa-mir-377/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-3652/hsa-mir-129-2/hsa-mir-129-1/hsa-mir-7-2	9
particulate matter (PM2.5)	particulate matter (PM2.5)	13/193	40/1764	0.00017902740505961	0.000540525049891516	0.000170329717364407	hsa-mir-139/hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-200a/hsa-mir-210/hsa-mir-32/hsa-mir-204/hsa-mir-93/hsa-mir-140/hsa-mir-155/hsa-mir-215/hsa-mir-205	13
Embryonic Development 	Embryonic Development 	8/193	17/1764	0.00018128312349596	0.000544716753853888	0.000171650602957645	hsa-mir-21/hsa-mir-183/hsa-mir-145/hsa-mir-130b/hsa-mir-93/hsa-mir-140/hsa-mir-135b/hsa-mir-20b	8
Hepatitis C Virus Infection	Hepatitis C Virus Infection	21/193	86/1764	0.00021020954750487	0.000628626646824087	0.000198092205167497	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-182/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a/hsa-let-7c/hsa-mir-200b/hsa-mir-195/hsa-mir-142/hsa-mir-192/hsa-mir-449a/hsa-mir-155/hsa-mir-503/hsa-mir-19a/hsa-mir-215/hsa-mir-758/hsa-mir-885/hsa-mir-224	21
2,3,5,4'-tetrahydroxystilbene-2-O-β-D-glucoside (TSG)	2,3,5,4'-tetrahydroxystilbene-2-O-β-D-glucoside (TSG)	6/193	10/1764	0.000229370018752495	0.000676264656228013	0.000213103847420158	hsa-mir-21/hsa-mir-145/hsa-mir-204/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	6
hepatocyte growth factor (HGF)	hepatocyte growth factor (HGF)	6/193	10/1764	0.000229370018752495	0.000676264656228013	0.000213103847420158	hsa-mir-200c/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-7-2	6
IL-1β and TNF-α	IL-1β and TNF-α	6/193	10/1764	0.000229370018752495	0.000676264656228013	0.000213103847420158	hsa-mir-21/hsa-mir-195/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-675/hsa-mir-7-2	6
Retinoic Acid	Retinoic Acid	13/193	41/1764	0.000237211423219124	0.000696115765334627	0.000219359309223785	hsa-mir-21/hsa-mir-145/hsa-mir-10b/hsa-mir-184/hsa-let-7c/hsa-mir-192/hsa-mir-181b-1/hsa-mir-342/hsa-mir-181b-2/hsa-mir-483/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	13
temozolomide	temozolomide	18/193	69/1764	0.000251972952781739	0.000735995415567126	0.000231926145032886	hsa-mir-21/hsa-mir-145/hsa-mir-193a/hsa-mir-195/hsa-mir-181b-1/hsa-mir-204/hsa-mir-181b-2/hsa-mir-93/hsa-mir-203a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-149/hsa-mir-20b/hsa-mir-519a-1/hsa-mir-129-2/hsa-mir-129-1/hsa-mir-138-2	18
