gene_id	Description
hsa-mir-483	5-fluorouracil (5-FU)
hsa-mir-199b	5-fluorouracil (5-FU)
hsa-mir-519c	5-fluorouracil (5-FU)
hsa-mir-92a-1	5-fluorouracil (5-FU) and oxaliplatin (L-OHP)
hsa-mir-92a-2	5-fluorouracil (5-FU) and oxaliplatin (L-OHP)
hsa-mir-222	5-fluorouracil (5-FU) and oxaliplatin (L-OHP)
hsa-mir-93	5-fluorouracil (5-FU) and oxaliplatin (L-OHP)
hsa-mir-191	5-fluorouracil (5-FU) and oxaliplatin (L-OHP)
hsa-mir-197	5-fluorouracil (5-FU) and oxaliplatin (L-OHP)
hsa-mir-100	5-fluorouracil and irinotecan (CPT-11)
hsa-mir-26a-1	5-fluorouracil and irinotecan (CPT-11)
hsa-mir-122	5-fluorouracil and ixabepilone
hsa-mir-21	5-fluorouracil and ixabepilone
hsa-mir-10b	5-fluorouracil and ixabepilone
hsa-mir-296	5-fluorouracil and ixabepilone
hsa-mir-145	5-fluorouracil and ixabepilone
hsa-mir-205	5-fluorouracil and ixabepilone
hsa-mir-210	5-fluorouracil and ixabepilone
hsa-mir-221	5-fluorouracil and ixabepilone
hsa-mir-125b-1	5-fluorouracil/cisplatin (CDDP-CRTX)
hsa-mir-125b-2	5-fluorouracil/cisplatin (CDDP-CRTX)
hsa-mir-342	5-fluorouracil/cisplatin (CDDP-CRTX)
hsa-mir-150	5-fluorouracil/cisplatin (CDDP-CRTX)
hsa-mir-155	5-fluorouracil/cisplatin (CDDP-CRTX)
hsa-mir-187	5-fluorouracil/cisplatin (CDDP-CRTX)
hsa-mir-146a	5-fluorouracil/cisplatin (CDDP-CRTX)
hsa-mir-200b	5-fluorouracil/mitomycin C (MMC-CRTX)
hsa-mir-27b	5-fluorouracil/mitomycin C (MMC-CRTX)
hsa-mir-451a	5-fluorouracil/mitomycin C (MMC-CRTX)
hsa-mir-532	5-fluorouracil/mitomycin C (MMC-CRTX)
hsa-mir-130b	5-fluorouracil/mitomycin C (MMC-CRTX)
hsa-let-7g	5-fluorouracil-based antimetabolite S-1
hsa-mir-181b-1	5-fluorouracil-based antimetabolite S-1
hsa-mir-181b-2	5-fluorouracil-based antimetabolite S-1
hsa-mir-410	6-hydroxydopamine (6-OHDA)
hsa-mir-5701-1	6-hydroxydopamine (6-OHDA)
hsa-mir-5701-2	6-hydroxydopamine (6-OHDA)
hsa-mir-5701-3	6-hydroxydopamine (6-OHDA)
hsa-mir-124-1	6-hydroxydopamine (6-OHDA)
hsa-mir-107	6-hydroxydopamine (6-OHDA)
hsa-mir-124-3	6-hydroxydopamine (6-OHDA)
hsa-mir-124-2	6-hydroxydopamine (6-OHDA)
hsa-mir-370	6-thioguanine (6-TG)
hsa-mir-424	6-thioguanine (6-TG)
hsa-mir-542	8-bromo-cyclic adenosine monophosphate (8-bromo-cAMP)
hsa-mir-181a-1	8-bromo-cyclic adenosine monophosphate (8-bromo-cAMP)
hsa-mir-181a-2	8-bromo-cyclic adenosine monophosphate (8-bromo-cAMP)
hsa-mir-139	a moderate-carbohydrate and high glycemic index diet
hsa-mir-340	a moderate-carbohydrate and high glycemic index diet
hsa-let-7c	a moderate-carbohydrate and low glycemic index diet
hsa-mir-340	a moderate-carbohydrate and low glycemic index diet
hsa-mir-411	a moderate-carbohydrate and low glycemic index diet
hsa-mir-99b	a moderate-carbohydrate and low glycemic index diet
hsa-mir-423	a moderate-carbohydrate and low glycemic index diet
hsa-mir-432	a moderate-carbohydrate and low glycemic index diet
hsa-mir-361	a moderate-carbohydrate and low glycemic index diet
hsa-mir-26a-2	A23187
hsa-mir-26a-1	A23187
hsa-mir-125b-1	acetaminophen (APAP)
hsa-mir-122	acetaminophen (APAP)
hsa-mir-125b-2	acetaminophen (APAP)
hsa-mir-449a	acetaminophen (APAP)
hsa-mir-561	acetaminophen (APAP)
hsa-mir-192	acetaminophen (APAP)
hsa-mir-27b	acetaminophen (APAP)
hsa-mir-378a	acetaminophen (APAP)
hsa-mir-320a	acetaminophen (APAP)
hsa-mir-877	acetaminophen (APAP)
hsa-mir-224	acetaminophen (APAP)
hsa-mir-19b-2	acetaminophen (APAP)
hsa-mir-19b-1	acetaminophen (APAP)
hsa-mir-21	acidic bile
hsa-mir-451a	acidic bile
hsa-mir-155	acidic bile
hsa-mir-34a	acidic bile
hsa-mir-375	acidic bile
hsa-mir-192	acidic bile
hsa-mir-194-1	acidic bile salt
hsa-mir-143	acidic bile salt
hsa-mir-194-2	acidic bile salt
hsa-mir-192	acidic bile salt
hsa-mir-10b	acidic microenvironment
hsa-mir-21	acidic microenvironment
hsa-mir-223	acrolein
hsa-mir-493	acrolein
hsa-let-7a-2	acrolein
hsa-let-7a-3	acrolein
hsa-let-7a-1	acrolein
hsa-mir-144	actinomycin X2 (AX2)
hsa-mir-126	actinomycin X2 (AX2)
hsa-mir-1-1	active pterocarpanquinone LQB-118 
hsa-mir-101-2	active pterocarpanquinone LQB-118 
hsa-mir-101-1	active pterocarpanquinone LQB-118 
hsa-mir-1-2	active pterocarpanquinone LQB-118 
hsa-mir-206	active pterocarpanquinone LQB-118 
hsa-let-7c	activin A
hsa-mir-15b	activin A
hsa-mir-30d	activin A
hsa-let-7i	activin A
hsa-mir-93	activin A
hsa-mir-26a-2	activin A
hsa-mir-26a-1	activin A
hsa-mir-193b	activin A
hsa-mir-193a	activin A
hsa-mir-18a	activin A
hsa-mir-130a	activin A
hsa-mir-140	activin A
hsa-mir-7-2	activin A
hsa-mir-7-3	activin A
hsa-mir-30a	activin A
hsa-mir-7-1	activin A
hsa-mir-191	activin A
hsa-mir-222	activin A
hsa-mir-196b	activin A
hsa-mir-345	acupuncture
hsa-mir-3135b	acupuncture
hsa-mir-449b	acupuncture
hsa-mir-449a	acupuncture
hsa-mir-940	acute exercise
hsa-mir-378a	acute exercise
hsa-mir-21	acute exercise
hsa-mir-210	acute exercise
hsa-mir-135a-2	acute stress
hsa-mir-135a-1	acute stress
hsa-mir-124-1	acute stress
hsa-mir-124-3	acute stress
hsa-mir-124-2	acute stress
hsa-mir-27a	adalimumab(ADA)
hsa-mir-146a	adalimumab(ADA)
hsa-mir-126	adalimumab(ADA)
hsa-mir-122	adenovirus (ADV)
hsa-mir-222	adenovirus (ADV)
hsa-let-7b	adherent-invasive escherichia coli (AIEC)
hsa-mir-30c-2	adherent-invasive escherichia coli (AIEC)
hsa-mir-18a	adherent-invasive escherichia coli (AIEC)
hsa-mir-130a	adherent-invasive escherichia coli (AIEC)
hsa-mir-30c-1	adherent-invasive escherichia coli (AIEC)
hsa-mir-128-1	adipogenesis medium
hsa-mir-138-2	adipogenesis medium
hsa-mir-128-2	adipogenesis medium
hsa-mir-138-1	adipogenesis medium
hsa-mir-378a	adipokines
hsa-mir-1908	adipokines
hsa-mir-34a	adoMet
hsa-mir-486-1	adoMet
hsa-mir-486-2	adoMet
hsa-mir-34c	adoMet
hsa-mir-103a-2	adriamycin (ADR)
hsa-mir-103a-1	adriamycin (ADR)
hsa-let-7f-1	adriamycin (ADR)
hsa-let-7f-2	adriamycin (ADR)
hsa-mir-449b	adriamycin (ADR)
hsa-mir-449a	adriamycin (ADR)
hsa-mir-181a-1	adriamycin (ADR)
hsa-mir-181a-2	adriamycin (ADR)
hsa-mir-200b	adriamycin (ADR)
hsa-mir-200c	adriamycin (ADR)
hsa-let-7g	adriamycin (ADR)
hsa-mir-126	adriamycin (ADR)
hsa-mir-452	adriamycin (ADR)
hsa-mir-222	adriamycin (ADR)
hsa-mir-27a	adriamycin (ADR)
hsa-mir-221	adriamycin (ADR)
hsa-mir-34b	adriamycin (ADR)
hsa-mir-34c	adriamycin (ADR)
hsa-mir-32	adriamycin (ADR)
hsa-mir-34a	adriamycin (ADR)
hsa-mir-184	adriamycin (ADR)
hsa-mir-30c-2	adriamycin (ADR)
hsa-mir-30c-1	adriamycin (ADR)
hsa-mir-98	adriamycin (ADR)
hsa-mir-215	adriamycin (ADR)
hsa-mir-155	adriamycin (ADR)
hsa-mir-130a	adriamycin (ADR)
hsa-mir-199a-2	adriamycin (ADR)
hsa-mir-421	adriamycin (ADR)
hsa-mir-424	adriamycin (ADR)
hsa-mir-520c	adriamycin (ADR)
hsa-mir-203a	adriamycin (ADR)
hsa-mir-125a	adriamycin (ADR)
hsa-mir-563	adriamycin (ADR)
hsa-mir-199a-1	adriamycin (ADR)
hsa-mir-15a	advanced glycation end product (AGE)
hsa-mir-99a	advanced glycation end product (AGE)
hsa-mir-454	advanced glycation end product (AGE)
hsa-mir-92a-1	advanced glycation end product (AGE)
hsa-mir-92a-2	advanced glycation end product (AGE)
hsa-mir-214	advanced glycation end product (AGE)
hsa-mir-34a	advanced glycation end product (AGE)
hsa-mir-93	advanced glycation end product modified bovine serum albumin (AGE-BSA)
hsa-mir-342	advanced glycation end product modified bovine serum albumin (AGE-BSA)
hsa-mir-92a-1	advanced glycation end products (AGEs) and oxidized low-density lipoprotein (ox-LDL)
hsa-mir-92a-2	advanced glycation end products (AGEs) and oxidized low-density lipoprotein (ox-LDL)
hsa-mir-410	aflatoxin B1 (AFB1)
hsa-mir-122	aflatoxin B1 (AFB1)
hsa-mir-33a	aflatoxin B1 (AFB1)
hsa-mir-34a	aflatoxin B1 (AFB1)
hsa-mir-219a-1	AgNPs
hsa-mir-219a-2	AgNPs
hsa-mir-15a	Ag–TiO2 photocatalyst particles
hsa-mir-590	Ag–TiO2 photocatalyst particles
hsa-let-7e	Ag–TiO2 photocatalyst particles
hsa-mir-451a	Ag–TiO2 photocatalyst particles
hsa-mir-26b	Ag–TiO2 photocatalyst particles
hsa-mir-186	Ag–TiO2 photocatalyst particles
hsa-mir-31	Ag–TiO2 photocatalyst particles
hsa-mir-224	Ag–TiO2 photocatalyst particles
hsa-mir-125b-1	aidi injection (ADI)
hsa-mir-181d	aidi injection (ADI)
hsa-mir-195	aidi injection (ADI)
hsa-mir-125b-2	aidi injection (ADI)
hsa-mir-126	aidi injection (ADI)
hsa-mir-195	ailanthone (AIL)
hsa-mir-148a	ailanthone (AIL)
hsa-mir-21	ailanthone (AIL)
hsa-mir-126	ailanthone (AIL)
hsa-mir-21	air pollution in steel factory
hsa-mir-222	air pollution in steel factory
hsa-mir-21	alcohol
hsa-mir-153-2	alcohol
hsa-mir-153-1	alcohol
hsa-mir-144	alcohol
hsa-mir-375	alcohol
hsa-mir-129-1	alcohol
hsa-mir-129-2	alcohol
hsa-mir-122	alcohol
hsa-mir-126	alcohol
hsa-mir-571	alcohol
hsa-mir-27a	alcohol
hsa-mir-30a	alcohol
hsa-mir-19b-2	alcohol
hsa-mir-19b-1	alcohol
hsa-mir-10a	alcohol
hsa-mir-934	alcohol
hsa-mir-152	alcohol
hsa-mir-212	alcohol
hsa-mir-7-3	alcohol
hsa-mir-7-2	alcohol
hsa-mir-7-1	alcohol
hsa-mir-203a	alcohol
hsa-mir-29b-1	alginate oligosaccharide (AOS)
hsa-mir-29b-2	alginate oligosaccharide (AOS)
hsa-mir-9-1	alkannin
hsa-mir-9-3	alkannin
hsa-mir-9-2	alkannin
hsa-mir-92a-1	alkannin
hsa-mir-92a-2	alkannin
hsa-let-7c	all-trans retinoic acid (ATRA)
hsa-mir-3666	all-trans retinoic acid (ATRA)
hsa-mir-181b-2	all-trans retinoic acid (ATRA)
hsa-mir-342	all-trans retinoic acid (ATRA)
hsa-mir-328	all-trans retinoic acid (ATRA)
hsa-mir-301a	all-trans retinoic acid (ATRA)
hsa-mir-302b	all-trans retinoic acid (ATRA)
hsa-mir-664a	all-trans retinoic acid (ATRA)
hsa-mir-128-1	all-trans retinoic acid (ATRA)
hsa-mir-382	all-trans retinoic acid (ATRA)
hsa-mir-128-2	all-trans retinoic acid (ATRA)
hsa-mir-34a	all-trans retinoic acid (ATRA)
hsa-mir-4680	all-trans retinoic acid (ATRA)
hsa-mir-181b-1	all-trans retinoic acid (ATRA)
hsa-mir-152	all-trans retinoic acid (ATRA)
hsa-mir-181a-1	all-trans retinoic acid (ATRA)
hsa-mir-181a-2	all-trans retinoic acid (ATRA)
hsa-mir-598	alpha-1 antitrypsin (AAT)
hsa-mir-199a-1	alpha-1 antitrypsin (AAT)
hsa-mir-320a	alpha-1 antitrypsin (AAT)
hsa-mir-199a-2	alpha-1 antitrypsin (AAT)
hsa-mir-124-1	alpinumisoflavone (AIF)
hsa-mir-124-3	alpinumisoflavone (AIF)
hsa-mir-124-2	alpinumisoflavone (AIF)
hsa-mir-4715	alternariol (AOH)
hsa-mir-5583-1	alternariol (AOH)
hsa-mir-5583-2	alternariol (AOH)
hsa-mir-4654	alternariol (AOH)
hsa-mir-6720	alternariol (AOH)
hsa-mir-155	alternariol (AOH)
hsa-mir-146a	alternariol (AOH)
hsa-mir-5583-1	altertoxin II (ATX II)
hsa-mir-5583-2	altertoxin II (ATX II)
hsa-mir-19b-2	aluminum maltolate (Al-malt)
hsa-mir-19a	aluminum maltolate (Al-malt)
hsa-mir-19b-1	aluminum maltolate (Al-malt)
hsa-mir-3197	amB with copper (II) ions (AmB-Cu2+)
hsa-mir-494	amB with copper (II) ions (AmB-Cu2+)
hsa-mir-423	amB with copper (II) ions (AmB-Cu2+)
hsa-mir-4298	amB with copper (II) ions (AmB-Cu2+)
hsa-mir-124-1	amentoflavone (AF)
hsa-mir-124-3	amentoflavone (AF)
hsa-mir-124-2	amentoflavone (AF)
hsa-mir-34a	aminoglycoside
hsa-mir-34c	aminoglycoside
hsa-mir-16-2	amyloid-β (Aβ)
hsa-mir-122	amyloid-β (Aβ)
hsa-mir-16-1	amyloid-β (Aβ)
hsa-mir-19b-2	amyloid-β (Aβ)
hsa-mir-485	amyloid-β (Aβ)
hsa-mir-155	amyloid-β (Aβ)
hsa-mir-130a	amyloid-β (Aβ)
hsa-mir-146a	amyloid-β (Aβ)
hsa-mir-424	amyloid-β (Aβ)
hsa-mir-19b-1	amyloid-β (Aβ)
hsa-mir-331	amyloid-β (Aβ) 1-40
hsa-mir-34a	amyloid-β (Aβ) 1-40
hsa-mir-21	amyloid-β (Aβ) 1-42
hsa-mir-485	amyloid-β (Aβ) 1-42
hsa-mir-455	amyloid-β (Aβ) 1-42
hsa-mir-214	amyloid-β (Aβ) 1-42
hsa-mir-142	amyloid-β (Aβ) 1-42
hsa-mir-143	amyloid-β (Aβ) 1-42
hsa-mir-146a	amyloid-β (Aβ) 1-42
hsa-mir-107	amyloid-β (Aβ) 1-42
hsa-mir-132	amyloid-β (Aβ) 25-35
hsa-mir-122	amyloid-β (Aβ) 25-35
hsa-mir-4487	amyloid-β (Aβ) 25-35
hsa-mir-137	amyloid-β (Aβ) 25-35
hsa-mir-324	amyloid-β (Aβ) 25-35
hsa-mir-29a	amyloid-β (Aβ) 25-35
hsa-mir-375	amyloid-β (Aβ) 25-35
hsa-mir-374b	amyloid-β (Aβ) 25-35
hsa-mir-133b	amyloid-β (Aβ) 25-35
hsa-mir-193a	amyloid-β (Aβ) 25-35
hsa-mir-212	amyloid-β (Aβ) 25-35
hsa-mir-326	amyloid-β (Aβ) 25-35
hsa-mir-6845	amyloid-β (Aβ) 25-35
hsa-mir-33a	amyloid-β (Aβ) 25-35
hsa-mir-149	amyloid-β (Aβ) 25-35
hsa-mir-146a	amyloid-β (Aβ) 42
hsa-mir-142	amyloid-β (Aβ) 42
hsa-mir-1-1	anabolic stimulus
hsa-mir-133a-1	anabolic stimulus
hsa-mir-1-2	anabolic stimulus
hsa-mir-133a-2	anabolic stimulus
hsa-mir-206	anabolic stimulus
hsa-mir-205	anabolic-androgenic ateroids (AASs)
hsa-mir-21	anabolic-androgenic ateroids (AASs)
hsa-mir-584	anacardic acid (AnAc)
hsa-mir-20b	anacardic acid (AnAc)
hsa-mir-612	anacardic acid (AnAc)
hsa-mir-23b	anacardic acid (AnAc)
hsa-mir-1257	anacardic acid (AnAc)
hsa-mir-633	anacardic acid (AnAc)
hsa-let-7a-2	anacardic acid (AnAc)
hsa-let-7a-3	anacardic acid (AnAc)
hsa-let-7a-1	anacardic acid (AnAc)
hsa-mir-218-2	andes hantavirus (ANDV)
hsa-mir-218-1	andes hantavirus (ANDV)
hsa-mir-410	andes hantavirus (ANDV)
hsa-let-7c	androgen
hsa-mir-99a	androgen
hsa-mir-30c-2	androgen
hsa-mir-375	androgen
hsa-mir-30c-1	androgen
hsa-mir-320b-1	androgen
hsa-mir-320b-2	androgen
hsa-mir-30a	androgen
hsa-mir-30b	androgen
hsa-let-7a-2	androgen
hsa-let-7a-3	androgen
hsa-let-7a-1	androgen
hsa-mir-100	"androgen receptor (AR) agonist, CI-4AS-1"
hsa-mir-221	"androgen receptor (AR) agonist, CI-4AS-1"
hsa-mir-17	andrographolide
hsa-mir-218-2	andrographolide
hsa-mir-218-1	andrographolide
hsa-mir-433	andrographolide
hsa-mir-377	andrographolide
hsa-mir-224	andrographolide
hsa-mir-181a-1	andrographolide
hsa-mir-181a-2	andrographolide
hsa-mir-675	angelica polysaccharide (AP)
hsa-mir-126	angelica polysaccharide (AP)
hsa-mir-542	angiopoietin-1 (Ang-1)
hsa-mir-640	angiopoietin-1 (Ang-1)
hsa-mir-1468	angiopoietin-1 (Ang-1)
hsa-mir-126	angiopoietin-1 (Ang-1)
hsa-mir-557	angiopoietin-1 (Ang-1)
hsa-mir-103b-1	angiopoietin-1 (Ang-1)
hsa-mir-330	angiopoietin-1 (Ang-1)
hsa-mir-575	angiopoietin-1 (Ang-1)
hsa-mir-103b-2	angiopoietin-1 (Ang-1)
hsa-mir-1287	angiopoietin-1 (Ang-1)
hsa-mir-557	angiopoietin-2 (Ang-2)
hsa-mir-103b-1	angiopoietin-2 (Ang-2)
hsa-mir-330	angiopoietin-2 (Ang-2)
hsa-mir-575	angiopoietin-2 (Ang-2)
hsa-mir-103b-2	angiopoietin-2 (Ang-2)
hsa-mir-590	angiotensin II (Ang II)
hsa-mir-21	angiotensin II (Ang II)
hsa-mir-23b	angiotensin II (Ang II)
hsa-mir-145	angiotensin II (Ang II)
hsa-mir-143	angiotensin II (Ang II)
hsa-mir-129-1	angiotensin II (Ang II)
hsa-mir-221	angiotensin II (Ang II)
hsa-mir-200a	angiotensin II (Ang II)
hsa-let-7g	angiotensin II (Ang II)
hsa-mir-126	angiotensin II (Ang II)
hsa-mir-128-1	angiotensin II (Ang II)
hsa-mir-27b	angiotensin II (Ang II)
hsa-mir-128-2	angiotensin II (Ang II)
hsa-mir-186	angiotensin II (Ang II)
hsa-mir-34a	angiotensin II (Ang II)
hsa-mir-185	angiotensin II (Ang II)
hsa-mir-30b	angiotensin II (Ang II)
hsa-mir-129-2	angiotensin II (Ang II)
hsa-mir-17	angiotensin II (Ang II)
hsa-mir-744	angiotensin II (Ang II)
hsa-mir-9-1	angiotensin II (Ang II)
hsa-mir-217	angiotensin II (Ang II)
hsa-mir-500a	angiotensin II (Ang II)
hsa-mir-9-2	angiotensin II (Ang II)
hsa-mir-212	angiotensin II (Ang II)
hsa-mir-130a	angiotensin II (Ang II)
hsa-mir-133a-1	angiotensin II (Ang II)
hsa-mir-133a-2	angiotensin II (Ang II)
hsa-mir-425	angiotensin II (Ang II)
hsa-mir-96	angiotensin II (Ang II)
hsa-mir-132	angiotensin II (Ang II)
hsa-mir-29b-1	angiotensin II (Ang II)
hsa-mir-29b-2	angiotensin II (Ang II)
hsa-mir-9-3	angiotensin II (Ang II)
hsa-mir-202	angiotensin II (Ang II)
hsa-mir-155	angiotensin II (Ang II)
hsa-mir-146a	angiotensin-(1-7)
hsa-mir-21	angiotensin-(1-7)
hsa-mir-1-1	angiotensin-converting enzyme 2 (ACE2) inhibitor
hsa-mir-1-2	angiotensin-converting enzyme 2 (ACE2) inhibitor
hsa-mir-200c	antcin A (ATA)
hsa-mir-708	antcin A (ATA)
hsa-mir-499a	anthracycline (AC)
hsa-mir-29b-1	anthracycline (AC)
hsa-mir-29b-2	anthracycline (AC)
hsa-mir-200b	"anthranilamide-pyrazolo[1,5-a]pyrimidine"
hsa-mir-542	"anthranilamide-pyrazolo[1,5-a]pyrimidine"
hsa-mir-605	"anthranilamide-pyrazolo[1,5-a]pyrimidine"
hsa-mir-107	"anthranilamide-pyrazolo[1,5-a]pyrimidine"
hsa-mir-34a	"anthranilamide-pyrazolo[1,5-a]pyrimidine"
hsa-mir-542	"anti-benzo(a) pyrene-7,8-diol-9,10-epoxide (anti-BPDE)"
hsa-mir-106a	"anti-benzo(a) pyrene-7,8-diol-9,10-epoxide (anti-BPDE)"
hsa-mir-506	"anti-benzo(a) pyrene-7,8-diol-9,10-epoxide (anti-BPDE)"
hsa-mir-22	"anti-benzo(a) pyrene-7,8-diol-9,10-epoxide (anti-BPDE)"
hsa-mir-24-1	"anti-CD3, anti-CD28, IL-12, , IL-18"
hsa-mir-24-2	"anti-CD3, anti-CD28, IL-12, , IL-18"
hsa-let-7a-2	anti-citrullinated protein antibodies (ACPAs)
hsa-let-7a-3	anti-citrullinated protein antibodies (ACPAs)
hsa-let-7a-1	anti-citrullinated protein antibodies (ACPAs)
hsa-let-7f-1	antidiabetic
hsa-let-7f-2	antidiabetic
hsa-let-7a-2	antidiabetic
hsa-let-7a-3	antidiabetic
hsa-let-7a-1	antidiabetic
hsa-mir-196a-1	anti-microbial peptide LL-37
hsa-mir-196a-2	anti-microbial peptide LL-37
hsa-mir-16-2	anti-programmed cell death protein 1 (anti-PD-1) antibody
hsa-mir-20a	anti-programmed cell death protein 1 (anti-PD-1) antibody
hsa-mir-16-1	anti-programmed cell death protein 1 (anti-PD-1) antibody
hsa-mir-17	anti-programmed cell death protein 1 (anti-PD-1) antibody
hsa-mir-181b-2	"antipsychotic(olanzapine, quetiapine, ziprasidone and risperidone)"
hsa-mir-181b-1	"antipsychotic(olanzapine, quetiapine, ziprasidone and risperidone)"
hsa-mir-34a	"antipsychotic(olanzapine, quetiapine, ziprasidone and risperidone)"
hsa-mir-7-3	"antipsychotic(olanzapine, quetiapine, ziprasidone and risperidone)"
hsa-mir-7-2	"antipsychotic(olanzapine, quetiapine, ziprasidone and risperidone)"
hsa-mir-7-1	"antipsychotic(olanzapine, quetiapine, ziprasidone and risperidone)"
hsa-mir-30e	"antipsychotic(olanzapine, quetiapine, ziprasidone and risperidone)"
hsa-mir-21	antrodia cinnamomea
hsa-mir-589	antrodia cinnamomea
hsa-mir-142	antrodia cinnamomea
hsa-mir-3065	antrodia cinnamomea
hsa-mir-206	antrodia cinnamomea
hsa-mir-191	antrodia cinnamomea
hsa-mir-133a-1	aortic valve replacement (AVR)
hsa-mir-133a-2	aortic valve replacement (AVR)
hsa-mir-101-2	apigenin
hsa-mir-101-1	apigenin
hsa-mir-520b	apigenin
hsa-mir-29b-1	AR-42
hsa-mir-29b-2	AR-42
hsa-mir-223	arachidonic acid (AA)
hsa-mir-126	arachidonic acid (AA)
hsa-mir-16-2	arctigenin
hsa-mir-16-1	arctigenin
hsa-mir-199a-1	arctigenin
hsa-mir-199a-2	arctigenin
hsa-mir-200b	arecoline
hsa-mir-200c	arecoline
hsa-mir-21	arecoline
hsa-mir-22	arecoline
hsa-mir-203a	arecoline
hsa-mir-15a	aristolochic acid
hsa-mir-200c	aristolochic acid
hsa-mir-450a-2	aristolochic acid
hsa-mir-181c	aristolochic acid
hsa-mir-10a	aristolochic acid
hsa-mir-194-1	aristolochic acid
hsa-mir-194-2	aristolochic acid
hsa-mir-330	aristolochic acid
hsa-mir-4434	aristolochic acid
hsa-mir-450a-1	aristolochic acid
hsa-mir-4274	aristolochic acid
hsa-mir-4795	aristolochic acid
hsa-mir-488	aristolochic acid
hsa-mir-4784	aristolochic acid
hsa-mir-224	aristolochic acid
hsa-mir-542	aristolochic acid
hsa-mir-192	aristolochic acid
hsa-let-7f-1	aromatase inhibitors (AIs)
hsa-let-7f-2	aromatase inhibitors (AIs)
hsa-mir-200b	Arsenic
hsa-mir-125b-1	Arsenic
hsa-mir-125b-2	Arsenic
hsa-mir-21	Arsenic
hsa-mir-22	Arsenic
hsa-mir-9-2	Arsenic
hsa-mir-9-1	Arsenic
hsa-mir-9-3	Arsenic
hsa-mir-128-2	Arsenic
hsa-mir-34a	Arsenic
hsa-mir-128-1	Arsenic
hsa-mir-222	Arsenic
hsa-mir-221	Arsenic
hsa-mir-15a	arsenic trioxide (ATO)
hsa-mir-181d	arsenic trioxide (ATO)
hsa-mir-21	arsenic trioxide (ATO)
hsa-mir-376a-2	arsenic trioxide (ATO)
hsa-mir-153-2	arsenic trioxide (ATO)
hsa-mir-153-1	arsenic trioxide (ATO)
hsa-mir-148b	arsenic trioxide (ATO)
hsa-mir-144	arsenic trioxide (ATO)
hsa-mir-125b-2	arsenic trioxide (ATO)
hsa-mir-204	arsenic trioxide (ATO)
hsa-mir-140	arsenic trioxide (ATO)
hsa-mir-141	arsenic trioxide (ATO)
hsa-mir-210	arsenic trioxide (ATO)
hsa-mir-100	arsenic trioxide (ATO)
hsa-mir-372	arsenic trioxide (ATO)
hsa-mir-222	arsenic trioxide (ATO)
hsa-mir-148a	arsenic trioxide (ATO)
hsa-mir-149	arsenic trioxide (ATO)
hsa-mir-16-2	arsenic trioxide (ATO)
hsa-mir-200c	arsenic trioxide (ATO)
hsa-mir-122	arsenic trioxide (ATO)
hsa-mir-16-1	arsenic trioxide (ATO)
hsa-let-7g	arsenic trioxide (ATO)
hsa-mir-126	arsenic trioxide (ATO)
hsa-mir-183	arsenic trioxide (ATO)
hsa-mir-335	arsenic trioxide (ATO)
hsa-mir-125a	arsenic trioxide (ATO)
hsa-mir-19a	arsenic trioxide (ATO)
hsa-mir-330	arsenic trioxide (ATO)
hsa-let-7a-3	arsenic trioxide (ATO)
hsa-mir-27a	arsenic trioxide (ATO)
hsa-mir-27b	arsenic trioxide (ATO)
hsa-mir-6734	arsenic trioxide (ATO)
hsa-mir-184	arsenic trioxide (ATO)
hsa-mir-34c	arsenic trioxide (ATO)
hsa-mir-1-1	arsenic trioxide (ATO)
hsa-mir-32	arsenic trioxide (ATO)
hsa-mir-1-2	arsenic trioxide (ATO)
hsa-mir-29a	arsenic trioxide (ATO)
hsa-mir-125b-1	arsenic trioxide (ATO)
hsa-mir-20b	arsenic trioxide (ATO)
hsa-mir-17	arsenic trioxide (ATO)
hsa-mir-181c	arsenic trioxide (ATO)
hsa-mir-10b	arsenic trioxide (ATO)
hsa-mir-10a	arsenic trioxide (ATO)
hsa-mir-491	arsenic trioxide (ATO)
hsa-mir-9-1	arsenic trioxide (ATO)
hsa-mir-150	arsenic trioxide (ATO)
hsa-mir-214	arsenic trioxide (ATO)
hsa-mir-215	arsenic trioxide (ATO)
hsa-mir-212	arsenic trioxide (ATO)
hsa-mir-23b	arsenic trioxide (ATO)
hsa-mir-23a	arsenic trioxide (ATO)
hsa-mir-30a	arsenic trioxide (ATO)
hsa-mir-143	arsenic trioxide (ATO)
hsa-mir-363	arsenic trioxide (ATO)
hsa-mir-1294	arsenic trioxide (ATO)
hsa-mir-96	arsenic trioxide (ATO)
hsa-mir-132	arsenic trioxide (ATO)
hsa-mir-18a	arsenic trioxide (ATO)
hsa-mir-24-1	arsenic trioxide (ATO)
hsa-let-7d	arsenic trioxide (ATO)
hsa-mir-376a-1	arsenic trioxide (ATO)
hsa-mir-191	arsenic trioxide (ATO)
hsa-mir-328	arsenic trioxide (ATO)
hsa-mir-24-2	arsenic trioxide (ATO)
hsa-mir-9-3	arsenic trioxide (ATO)
hsa-mir-133b	arsenic trioxide (ATO)
hsa-mir-193b	arsenic trioxide (ATO)
hsa-mir-193a	arsenic trioxide (ATO)
hsa-mir-9-2	arsenic trioxide (ATO)
hsa-mir-155	arsenic trioxide (ATO)
hsa-mir-146b	arsenic trioxide (ATO)
hsa-let-7a-2	arsenic trioxide (ATO)
hsa-mir-146a	arsenic trioxide (ATO)
